instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weather,Temp,Atemp,Humidity,Windspeed,Casual,Registered,Total Rented,NormTemp,NormAtemp,NormHum,NormWindspeed
163,12/06/11,Summer,2011,6,0,Sunday,0,Clear/Partly Cloudy,28.3925,32.16625,74.7917,10.958989,1467,2993,4460,0.6925,0.643325,0.747917,0.163567
164,13/06/11,Summer,2011,6,0,Monday,1,Clear/Partly Cloudy,26.035,30.0827,49.4583,20.45845,863,4157,5020,0.635,0.601654,0.494583,0.30535
165,14/06/11,Summer,2011,6,0,Tuesday,1,Clear/Partly Cloudy,24.770847,29.5773,50.7083,18.041961,727,4164,4891,0.604167,0.591546,0.507083,0.269283
166,15/06/11,Summer,2011,6,0,Wednesday,1,Clear/Partly Cloudy,25.693347,29.3877,47.1667,11.250104,769,4411,5180,0.626667,0.587754,0.471667,0.167912
167,16/06/11,Summer,2011,6,0,Thursday,1,Mist/Cloudy,25.761653,29.7673,68.8333,13.833557,545,3222,3767,0.628333,0.595346,0.688333,0.206471
168,17/06/11,Summer,2011,6,0,Friday,1,Clear/Partly Cloudy,26.615847,30.01915,73.5833,9.582943,863,3981,4844,0.649167,0.600383,0.735833,0.143029
169,18/06/11,Summer,2011,6,0,Saturday,0,Clear/Partly Cloudy,28.563347,32.1977,67.0417,8.000336,1807,3312,5119,0.696667,0.643954,0.670417,0.119408
170,19/06/11,Summer,2011,6,0,Sunday,0,Mist/Cloudy,28.665847,32.2923,66.6667,6.834,1639,3105,4744,0.699167,0.645846,0.666667,0.102
171,20/06/11,Summer,2011,6,0,Monday,1,Mist/Cloudy,26.035,29.7673,74.625,10.416825,699,3311,4010,0.635,0.595346,0.74625,0.155475
172,21/06/11,Fall,2011,6,0,Tuesday,1,Mist/Cloudy,27.914153,31.8823,77.0417,11.458675,774,4061,4835,0.680833,0.637646,0.770417,0.171025
173,22/06/11,Fall,2011,6,0,Wednesday,1,Clear/Partly Cloudy,30.066653,34.69145,70.75,11.541554,661,3846,4507,0.733333,0.693829,0.7075,0.172262
174,23/06/11,Fall,2011,6,0,Thursday,1,Mist/Cloudy,29.861653,34.69165,70.3333,15.999868,746,4044,4790,0.728333,0.693833,0.703333,0.238804
175,24/06/11,Fall,2011,6,0,Friday,1,Clear/Partly Cloudy,29.690847,32.82915,57.3333,14.875675,969,4022,4991,0.724167,0.656583,0.573333,0.222025
176,25/06/11,Fall,2011,6,0,Saturday,0,Clear/Partly Cloudy,28.495,32.16565,48.3333,14.041257,1782,3420,5202,0.695,0.643313,0.483333,0.209571
177,26/06/11,Fall,2011,6,0,Sunday,0,Clear/Partly Cloudy,27.88,31.88145,51.3333,6.3337311,1920,3385,5305,0.68,0.637629,0.513333,0.0945333
178,27/06/11,Fall,2011,6,0,Monday,1,Mist/Cloudy,27.9825,31.8502,65.8333,7.208396,854,3854,4708,0.6825,0.637004,0.658333,0.107588
179,28/06/11,Fall,2011,6,0,Tuesday,1,Clear/Partly Cloudy,30.510847,34.6279,63.4167,9.666961,732,3916,4648,0.744167,0.692558,0.634167,0.144283
180,29/06/11,Fall,2011,6,0,Wednesday,1,Clear/Partly Cloudy,29.861653,32.7344,49.7917,17.542007,848,4377,5225,0.728333,0.654688,0.497917,0.261821
181,30/06/11,Fall,2011,6,0,Thursday,1,Clear/Partly Cloudy,28.563347,31.8504,43.4167,12.415904,1027,4488,5515,0.696667,0.637008,0.434167,0.185312
182,01/07/11,Fall,2011,7,0,Friday,1,Clear/Partly Cloudy,29.6225,32.6081,39.625,6.874736,1246,4116,5362,0.7225,0.652162,0.39625,0.102608
183,02/07/11,Fall,2011,7,0,Saturday,0,Clear/Partly Cloudy,30.271653,33.3654,44.4583,7.709154,2204,2915,5119,0.738333,0.667308,0.444583,0.115062
184,03/07/11,Fall,2011,7,0,Sunday,0,Mist/Cloudy,29.383347,33.42875,68.25,15.333486,2282,2367,4649,0.716667,0.668575,0.6825,0.228858
185,04/07/11,Fall,2011,7,1,Monday,0,Mist/Cloudy,29.793347,33.27085,63.7917,5.4591064,3065,2978,6043,0.726667,0.665417,0.637917,0.0814792
186,05/07/11,Fall,2011,7,0,Tuesday,1,Clear/Partly Cloudy,30.613347,34.8169,59.0417,8.459286,1031,3634,4665,0.746667,0.696338,0.590417,0.126258
187,06/07/11,Fall,2011,7,0,Wednesday,1,Clear/Partly Cloudy,29.52,34.28165,74.3333,10.042161,784,3845,4629,0.72,0.685633,0.743333,0.149883
188,07/07/11,Fall,2011,7,0,Thursday,1,Clear/Partly Cloudy,30.75,34.34355,65.125,10.6664,754,3838,4592,0.75,0.686871,0.65125,0.1592
189,08/07/11,Fall,2011,7,0,Friday,1,Mist/Cloudy,29.075847,33.52415,75.7917,15.083643,692,3348,4040,0.709167,0.670483,0.757917,0.225129
190,09/07/11,Fall,2011,7,0,Saturday,0,Clear/Partly Cloudy,30.066653,33.2079,60.9167,11.250104,1988,3348,5336,0.733333,0.664158,0.609167,0.167912
191,10/07/11,Fall,2011,7,0,Sunday,0,Clear/Partly Cloudy,30.6475,34.50125,57.8333,12.292557,1743,3138,4881,0.7475,0.690025,0.578333,0.183471
192,11/07/11,Fall,2011,7,0,Monday,1,Clear/Partly Cloudy,31.2625,36.4902,63.5833,18.916579,723,3363,4086,0.7625,0.729804,0.635833,0.282337
193,12/07/11,Fall,2011,7,0,Tuesday,1,Clear/Partly Cloudy,32.560847,36.96375,55.9167,13.417018,662,3596,4258,0.794167,0.739275,0.559167,0.200254
194,13/07/11,Fall,2011,7,0,Wednesday,1,Clear/Partly Cloudy,30.613347,34.4702,63.1667,9.790911,748,3594,4342,0.746667,0.689404,0.631667,0.146133
195,14/07/11,Fall,2011,7,0,Thursday,1,Clear/Partly Cloudy,27.914153,31.7552,47.625,16.124689,888,4196,5084,0.680833,0.635104,0.47625,0.240667
196,15/07/11,Fall,2011,7,0,Friday,1,Clear/Partly Cloudy,27.196653,31.21855,59.125,12.249811,1318,4220,5538,0.663333,0.624371,0.59125,0.182833
197,16/07/11,Fall,2011,7,0,Saturday,0,Clear/Partly Cloudy,28.153347,31.91315,58.5,13.958914,2418,3505,5923,0.686667,0.638263,0.585,0.208342
198,17/07/11,Fall,2011,7,0,Sunday,0,Clear/Partly Cloudy,29.485847,33.49165,60.4167,16.417211,2006,3296,5302,0.719167,0.669833,0.604167,0.245033
199,18/07/11,Fall,2011,7,0,Monday,1,Clear/Partly Cloudy,30.613347,35.19625,65.125,14.458868,841,3617,4458,0.746667,0.703925,0.65125,0.215804
200,19/07/11,Fall,2011,7,0,Tuesday,1,Clear/Partly Cloudy,31.843347,37.37395,65.0417,8.7502,752,3789,4541,0.776667,0.747479,0.650417,0.1306
201,20/07/11,Fall,2011,7,0,Wednesday,1,Clear/Partly Cloudy,31.501653,37.3425,70.7083,7.625739,644,3688,4332,0.768333,0.74685,0.707083,0.113817
202,21/07/11,Fall,2011,7,0,Thursday,1,Mist/Cloudy,33.415,41.31855,69.125,14.875407,632,3152,3784,0.815,0.826371,0.69125,0.222021
203,22/07/11,Fall,2011,7,0,Friday,1,Clear/Partly Cloudy,34.781653,42.0448,58.0417,8.9177,562,2825,3387,0.848333,0.840896,0.580417,0.1331
204,23/07/11,Fall,2011,7,0,Saturday,0,Clear/Partly Cloudy,34.815847,40.21435,50,8.791807,987,2298,3285,0.849167,0.804287,0.5,0.131221
205,24/07/11,Fall,2011,7,0,Sunday,0,Clear/Partly Cloudy,34.03,39.74145,55.0833,11.334457,1050,2556,3606,0.83,0.794829,0.550833,0.169171
206,25/07/11,Fall,2011,7,0,Monday,1,Clear/Partly Cloudy,30.476653,36.0479,75.7083,6.0841561,568,3272,3840,0.743333,0.720958,0.757083,0.0908083
207,26/07/11,Fall,2011,7,0,Tuesday,1,Clear/Partly Cloudy,31.638347,34.84895,54.0833,13.417286,750,3840,4590,0.771667,0.696979,0.540833,0.200258
208,27/07/11,Fall,2011,7,0,Wednesday,1,Clear/Partly Cloudy,31.775,34.53335,40.2917,12.292021,755,3901,4656,0.775,0.690667,0.402917,0.183463
209,28/07/11,Fall,2011,7,0,Thursday,1,Clear/Partly Cloudy,31.945847,36.995,58.3333,11.958093,606,3784,4390,0.779167,0.7399,0.583333,0.178479
210,29/07/11,Fall,2011,7,0,Friday,1,Clear/Partly Cloudy,34.371653,39.29835,54.25,11.667246,670,3176,3846,0.838333,0.785967,0.5425,0.174138
211,30/07/11,Fall,2011,7,0,Saturday,0,Clear/Partly Cloudy,32.970847,36.42685,46.5833,11.291979,1559,2916,4475,0.804167,0.728537,0.465833,0.168537
212,31/07/11,Fall,2011,7,0,Sunday,0,Clear/Partly Cloudy,33.039153,36.4898,48.0833,11.042471,1524,2778,4302,0.805833,0.729796,0.480833,0.164813
213,01/08/11,Fall,2011,8,0,Monday,1,Clear/Partly Cloudy,31.638347,35.1646,55.0833,10.500039,729,3537,4266,0.771667,0.703292,0.550833,0.156717
214,02/08/11,Fall,2011,8,0,Tuesday,1,Clear/Partly Cloudy,32.116653,35.35355,49.125,13.79195,801,4044,4845,0.783333,0.707071,0.49125,0.20585
215,03/08/11,Fall,2011,8,0,Wednesday,1,Mist/Cloudy,29.998347,33.99685,65.75,9.084061,467,3107,3574,0.731667,0.679937,0.6575,0.135583
216,04/08/11,Fall,2011,8,0,Thursday,1,Mist/Cloudy,29.11,33.2394,75.75,13.20905,799,3777,4576,0.71,0.664788,0.7575,0.19715
217,05/08/11,Fall,2011,8,0,Friday,1,Clear/Partly Cloudy,29.144153,32.82835,63.0833,12.374632,1023,3843,4866,0.710833,0.656567,0.630833,0.184696
218,06/08/11,Fall,2011,8,0,Saturday,0,Mist/Cloudy,29.383347,33.8077,75.5,15.29275,1521,2773,4294,0.716667,0.676154,0.755,0.22825
219,07/08/11,Fall,2011,8,0,Sunday,0,Clear/Partly Cloudy,30.4425,35.7646,75.2917,13.499629,1298,2487,3785,0.7425,0.715292,0.752917,0.201487
220,08/08/11,Fall,2011,8,0,Monday,1,Clear/Partly Cloudy,31.365,35.16415,59.2083,12.875725,846,3480,4326,0.765,0.703283,0.592083,0.192175
221,09/08/11,Fall,2011,8,0,Tuesday,1,Clear/Partly Cloudy,31.775,36.20605,57.0417,10.125107,907,3695,4602,0.775,0.724121,0.570417,0.151121
222,10/08/11,Fall,2011,8,0,Wednesday,1,Clear/Partly Cloudy,31.433347,34.24915,42.4167,13.417286,884,3896,4780,0.766667,0.684983,0.424167,0.200258
223,11/08/11,Fall,2011,8,0,Thursday,1,Clear/Partly Cloudy,29.4175,32.57605,42.375,11.041332,812,3980,4792,0.7175,0.651521,0.42375,0.164796
224,12/08/11,Fall,2011,8,0,Friday,1,Clear/Partly Cloudy,29.041653,32.7021,41.5,8.416607,1051,3854,4905,0.708333,0.654042,0.415,0.125621
225,13/08/11,Fall,2011,8,0,Saturday,0,Mist/Cloudy,28.119153,32.2929,72.9583,14.167418,1504,2646,4150,0.685833,0.645858,0.729583,0.211454
226,14/08/11,Fall,2011,8,0,Sunday,0,Mist/Cloudy,27.743347,31.2194,81.75,14.916411,1338,2482,3820,0.676667,0.624388,0.8175,0.222633
227,15/08/11,Fall,2011,8,0,Monday,1,Clear/Partly Cloudy,27.299153,30.80835,71.2083,13.999918,775,3563,4338,0.665833,0.616167,0.712083,0.208954
228,16/08/11,Fall,2011,8,0,Tuesday,1,Clear/Partly Cloudy,28.734153,32.29185,57.8333,15.834043,721,4004,4725,0.700833,0.645837,0.578333,0.236329
229,17/08/11,Fall,2011,8,0,Wednesday,1,Clear/Partly Cloudy,29.656653,33.33355,57.5417,9.625689,668,4026,4694,0.723333,0.666671,0.575417,0.143667
230,18/08/11,Fall,2011,8,0,Thursday,1,Clear/Partly Cloudy,29.178347,33.1129,65.4583,15.624936,639,3166,3805,0.711667,0.662258,0.654583,0.233208
231,19/08/11,Fall,2011,8,0,Friday,1,Mist/Cloudy,28.085,31.66105,72.2917,9.333636,797,3356,4153,0.685,0.633221,0.722917,0.139308
232,20/08/11,Fall,2011,8,0,Saturday,0,Clear/Partly Cloudy,28.5975,32.4498,67.4167,6.999289,1914,3277,5191,0.6975,0.648996,0.674167,0.104467
233,21/08/11,Fall,2011,8,0,Sunday,0,Clear/Partly Cloudy,29.144153,33.77625,77,16.666518,1249,2624,3873,0.710833,0.675525,0.77,0.248754
234,22/08/11,Fall,2011,8,0,Monday,1,Clear/Partly Cloudy,28.358347,31.9127,47,18.54225,833,3925,4758,0.691667,0.638254,0.47,0.27675
235,23/08/11,Fall,2011,8,0,Tuesday,1,Clear/Partly Cloudy,26.274153,30.30335,45.5417,9.833121,1281,4614,5895,0.640833,0.606067,0.455417,0.146763
236,24/08/11,Fall,2011,8,0,Wednesday,1,Clear/Partly Cloudy,27.606653,31.5346,60.5,16.958236,949,4181,5130,0.673333,0.630692,0.605,0.253108
237,25/08/11,Fall,2011,8,0,Thursday,1,Mist/Cloudy,28.050847,32.2927,77.1667,14.125811,435,3107,3542,0.684167,0.645854,0.771667,0.210833
238,26/08/11,Fall,2011,8,0,Friday,1,Clear/Partly Cloudy,28.7,32.98665,76.125,5.6254875,768,3893,4661,0.7,0.659733,0.76125,0.0839625
239,27/08/11,Fall,2011,8,0,Saturday,0,Mist/Cloudy,27.88,31.7778,85,25.166339,226,889,1115,0.68,0.635556,0.85,0.375617
240,28/08/11,Fall,2011,8,0,Sunday,0,Clear/Partly Cloudy,28.989419,32.39795,56.1765,20.412153,1415,2919,4334,0.707059,0.647959,0.561765,0.304659
241,29/08/11,Fall,2011,8,0,Monday,1,Clear/Partly Cloudy,26.103347,30.3979,55.4583,10.708275,729,3905,4634,0.636667,0.607958,0.554583,0.159825
242,30/08/11,Fall,2011,8,0,Tuesday,1,Clear/Partly Cloudy,26.205847,29.7352,54.8333,8.375536,775,4429,5204,0.639167,0.594704,0.548333,0.125008
243,31/08/11,Fall,2011,8,0,Wednesday,1,Clear/Partly Cloudy,26.923347,30.55605,59.7917,5.5833311,688,4370,5058,0.656667,0.611121,0.597917,0.0833333
244,01/09/11,Fall,2011,9,0,Thursday,1,Clear/Partly Cloudy,26.855,30.74605,63.9167,9.500332,783,4332,5115,0.655,0.614921,0.639167,0.141796
245,02/09/11,Fall,2011,9,0,Friday,1,Mist/Cloudy,26.376653,30.2404,72.7083,9.375243,875,3852,4727,0.643333,0.604808,0.727083,0.139929
246,03/09/11,Fall,2011,9,0,Saturday,0,Clear/Partly Cloudy,27.435847,31.66065,71.6667,12.416775,1935,2549,4484,0.669167,0.633213,0.716667,0.185325
247,04/09/11,Fall,2011,9,0,Sunday,0,Clear/Partly Cloudy,29.075847,33.27145,74.2083,13.833289,2521,2419,4940,0.709167,0.665429,0.742083,0.206467
248,05/09/11,Fall,2011,9,1,Monday,0,Mist/Cloudy,27.606653,31.2823,79.0417,14.250632,1236,2115,3351,0.673333,0.625646,0.790417,0.212696
249,06/09/11,Fall,2011,9,0,Tuesday,1,Light Snow/Rain,22.14,25.76,88.6957,23.044181,204,2506,2710,0.54,0.5152,0.886957,0.343943
250,07/09/11,Fall,2011,9,0,Wednesday,1,Light Snow/Rain,24.565847,27.21145,91.7083,6.5003936,118,1878,1996,0.599167,0.544229,0.917083,0.0970208
251,08/09/11,Fall,2011,9,0,Thursday,1,Light Snow/Rain,25.990433,27.76805,93.9565,12.914116,153,1689,1842,0.633913,0.555361,0.939565,0.192748
252,09/09/11,Fall,2011,9,0,Friday,1,Mist/Cloudy,26.65,28.9473,89.7917,8.333393,417,3127,3544,0.65,0.578946,0.897917,0.124379
253,10/09/11,Fall,2011,9,0,Saturday,0,Clear/Partly Cloudy,27.06,30.3981,75.375,10.291736,1750,3595,5345,0.66,0.607962,0.75375,0.153608
254,11/09/11,Fall,2011,9,0,Sunday,0,Clear/Partly Cloudy,26.786653,30.46145,71.375,7.708618,1633,3413,5046,0.653333,0.609229,0.71375,0.115054
255,12/09/11,Fall,2011,9,0,Monday,1,Clear/Partly Cloudy,26.418268,30.1065,69.2174,5.957171,690,4023,4713,0.644348,0.60213,0.692174,0.088913
256,13/09/11,Fall,2011,9,0,Tuesday,1,Clear/Partly Cloudy,26.684153,30.1777,71.25,9.500868,701,4062,4763,0.650833,0.603554,0.7125,0.141804
257,14/09/11,Fall,2011,9,0,Wednesday,1,Clear/Partly Cloudy,27.606653,31.345,69.7083,11.2091,647,4138,4785,0.673333,0.6269,0.697083,0.1673
258,15/09/11,Fall,2011,9,0,Thursday,1,Mist/Cloudy,23.6775,27.68355,70.9167,18.166782,428,3231,3659,0.5775,0.553671,0.709167,0.271146
259,16/09/11,Fall,2011,9,0,Friday,1,Mist/Cloudy,19.235847,23.07375,59.0417,11.000261,742,4018,4760,0.469167,0.461475,0.590417,0.164183
260,17/09/11,Fall,2011,9,0,Saturday,0,Mist/Cloudy,20.158347,23.9256,71.8333,12.708225,1434,3077,4511,0.491667,0.478512,0.718333,0.189675
261,18/09/11,Fall,2011,9,0,Sunday,0,Clear/Partly Cloudy,20.8075,24.52685,69.5,11.958361,1353,2921,4274,0.5075,0.490537,0.695,0.178483
262,19/09/11,Fall,2011,9,0,Monday,1,Mist/Cloudy,22.515847,26.48375,69,10.166714,691,3848,4539,0.549167,0.529675,0.69,0.151742
263,20/09/11,Fall,2011,9,0,Tuesday,1,Mist/Cloudy,23.028347,26.61085,88.125,9.041918,438,3203,3641,0.561667,0.532217,0.88125,0.134954
264,21/09/11,Fall,2011,9,0,Wednesday,1,Mist/Cloudy,24.395,27.52665,90,6.4590814,539,3813,4352,0.595,0.550533,0.9,0.0964042
265,22/09/11,Fall,2011,9,0,Thursday,1,Mist/Cloudy,25.761653,27.74815,90.2083,8.584375,555,4240,4795,0.628333,0.554963,0.902083,0.128125
266,23/09/11,Winter,2011,9,0,Friday,1,Mist/Cloudy,24.975847,26.10625,97.25,5.2505689,258,2137,2395,0.609167,0.522125,0.9725,0.0783667
267,24/09/11,Winter,2011,9,0,Saturday,0,Mist/Cloudy,24.873347,28.2206,86.25,5.2516811,1776,3647,5423,0.606667,0.564412,0.8625,0.0783833
268,25/09/11,Winter,2011,9,0,Sunday,0,Mist/Cloudy,26.000847,28.63185,84.5,3.3754064,1544,3466,5010,0.634167,0.572637,0.845,0.0503792
269,26/09/11,Winter,2011,9,0,Monday,1,Mist/Cloudy,26.615847,29.4521,84.8333,7.4169,684,3946,4630,0.649167,0.589042,0.848333,0.1107
270,27/09/11,Winter,2011,9,0,Tuesday,1,Mist/Cloudy,26.103347,28.72625,88.5417,7.917457,477,3643,4120,0.636667,0.574525,0.885417,0.118171
271,28/09/11,Winter,2011,9,0,Wednesday,1,Mist/Cloudy,26.035,28.7579,84.875,9.958143,480,3427,3907,0.635,0.575158,0.84875,0.148629
272,29/09/11,Winter,2011,9,0,Thursday,1,Clear/Partly Cloudy,25.283347,28.7256,69.9167,11.583161,653,4186,4839,0.616667,0.574512,0.699167,0.172883
273,30/09/11,Winter,2011,9,0,Friday,1,Clear/Partly Cloudy,23.130847,27.24145,64.75,13.833825,830,4372,5202,0.564167,0.544829,0.6475,0.206475
274,01/10/11,Winter,2011,10,0,Saturday,0,Mist/Cloudy,16.81,20.64315,75.375,19.583832,480,1949,2429,0.41,0.412863,0.75375,0.292296
275,02/10/11,Winter,2011,10,0,Sunday,0,Mist/Cloudy,14.623347,17.26585,79.1667,14.874871,616,2302,2918,0.356667,0.345317,0.791667,0.222013
276,03/10/11,Winter,2011,10,0,Monday,1,Mist/Cloudy,15.750847,19.6023,76.0833,5.5841686,330,3240,3570,0.384167,0.392046,0.760833,0.0833458
277,04/10/11,Winter,2011,10,0,Tuesday,1,Clear/Partly Cloudy,19.850847,23.6429,71,13.792218,486,3970,4456,0.484167,0.472858,0.71,0.205854
278,05/10/11,Winter,2011,10,0,Wednesday,1,Clear/Partly Cloudy,22.071653,26.3569,64.7917,11.87575,559,4267,4826,0.538333,0.527138,0.647917,0.17725
279,06/10/11,Winter,2011,10,0,Thursday,1,Clear/Partly Cloudy,20.260847,24.02125,62.0833,9.041918,639,4126,4765,0.494167,0.480425,0.620833,0.134954
280,07/10/11,Winter,2011,10,0,Friday,1,Clear/Partly Cloudy,20.944153,25.2202,68.4167,1.5002439,949,4036,4985,0.510833,0.504404,0.684167,0.0223917
281,08/10/11,Winter,2011,10,0,Saturday,0,Clear/Partly Cloudy,21.388347,25.6621,70.125,3.0420814,2235,3174,5409,0.521667,0.513242,0.70125,0.0454042
282,09/10/11,Winter,2011,10,0,Sunday,0,Clear/Partly Cloudy,22.174153,26.19915,72.75,4.25115,2397,3114,5511,0.540833,0.523983,0.7275,0.06345
283,10/10/11,Winter,2011,10,1,Monday,0,Clear/Partly Cloudy,23.404153,27.14625,73.375,2.8343814,1514,3603,5117,0.570833,0.542925,0.73375,0.0423042
284,11/10/11,Winter,2011,10,0,Tuesday,1,Mist/Cloudy,23.233347,27.3048,80.875,9.583814,667,3896,4563,0.566667,0.546096,0.80875,0.143042
285,12/10/11,Winter,2011,10,0,Wednesday,1,Light Snow/Rain,22.276653,25.88585,90.625,16.62605,217,2199,2416,0.543333,0.517717,0.90625,0.24815
286,13/10/11,Winter,2011,10,0,Thursday,1,Mist/Cloudy,24.155847,27.5902,89.6667,9.499729,290,2623,2913,0.589167,0.551804,0.896667,0.141787
287,14/10/11,Winter,2011,10,0,Friday,1,Mist/Cloudy,22.584153,26.48375,71.625,15.000161,529,3115,3644,0.550833,0.529675,0.71625,0.223883
288,15/10/11,Winter,2011,10,0,Saturday,0,Clear/Partly Cloudy,20.773347,24.93625,48.3333,17.291561,1899,3318,5217,0.506667,0.498725,0.483333,0.258083
289,16/10/11,Winter,2011,10,0,Sunday,0,Clear/Partly Cloudy,20.978347,25.1577,48.6667,18.875039,1748,3293,5041,0.511667,0.503154,0.486667,0.281717
290,17/10/11,Winter,2011,10,0,Monday,1,Clear/Partly Cloudy,21.900847,25.53625,57.9583,11.750393,713,3857,4570,0.534167,0.510725,0.579583,0.175379
291,18/10/11,Winter,2011,10,0,Tuesday,1,Mist/Cloudy,21.8325,26.13605,70.1667,7.375829,637,4111,4748,0.5325,0.522721,0.701667,0.110087
292,19/10/11,Winter,2011,10,0,Wednesday,1,Light Snow/Rain,22.211299,25.6924,89.5217,16.303713,254,2170,2424,0.541739,0.513848,0.895217,0.243339
293,20/10/11,Winter,2011,10,0,Thursday,1,Clear/Partly Cloudy,19.509153,23.32625,63.625,28.292425,471,3724,4195,0.475833,0.466525,0.63625,0.422275
294,21/10/11,Winter,2011,10,0,Friday,1,Clear/Partly Cloudy,17.5275,21.1798,57.4167,14.833532,676,3628,4304,0.4275,0.423596,0.574167,0.221396
295,22/10/11,Winter,2011,10,0,Saturday,0,Clear/Partly Cloudy,17.3225,21.2746,62.9167,6.2086689,1499,2809,4308,0.4225,0.425492,0.629167,0.0926667
296,23/10/11,Winter,2011,10,0,Sunday,0,Clear/Partly Cloudy,17.288347,21.11665,74.125,6.6673375,1619,2762,4381,0.421667,0.422333,0.74125,0.0995125
297,24/10/11,Winter,2011,10,0,Monday,1,Clear/Partly Cloudy,18.996653,22.85335,77.2083,7.959064,699,3488,4187,0.463333,0.457067,0.772083,0.118792
298,25/10/11,Winter,2011,10,0,Tuesday,1,Clear/Partly Cloudy,19.338347,23.16875,62.2917,11.166086,695,3992,4687,0.471667,0.463375,0.622917,0.166658
299,26/10/11,Winter,2011,10,0,Wednesday,1,Mist/Cloudy,19.850847,23.6423,72.0417,9.959014,404,3490,3894,0.484167,0.472846,0.720417,0.148642
300,27/10/11,Winter,2011,10,0,Thursday,1,Mist/Cloudy,19.27,22.8523,81.2917,13.250121,240,2419,2659,0.47,0.457046,0.812917,0.197763
301,28/10/11,Winter,2011,10,0,Friday,1,Mist/Cloudy,13.564153,15.9406,58.5833,15.375093,456,3291,3747,0.330833,0.318812,0.585833,0.229479
302,29/10/11,Winter,2011,10,0,Saturday,0,Light Snow/Rain,10.420847,11.39565,88.25,23.541857,57,570,627,0.254167,0.227913,0.8825,0.351371
303,30/10/11,Winter,2011,10,0,Sunday,0,Clear/Partly Cloudy,13.085847,16.06645,62.375,11.833339,885,2446,3331,0.319167,0.321329,0.62375,0.176617
304,31/10/11,Winter,2011,10,0,Monday,1,Clear/Partly Cloudy,13.94,17.80315,70.3333,7.12545,362,3307,3669,0.34,0.356063,0.703333,0.10635
305,01/11/11,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,16.434153,19.8544,68.375,9.083257,410,3658,4068,0.400833,0.397088,0.68375,0.135571
306,02/11/11,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,15.4775,19.50665,71.875,5.5001439,370,3816,4186,0.3775,0.390133,0.71875,0.0820917
307,03/11/11,Winter,2011,11,0,Thursday,1,Clear/Partly Cloudy,16.741653,20.29605,70.2083,9.166739,318,3656,3974,0.408333,0.405921,0.702083,0.136817
308,04/11/11,Winter,2011,11,0,Friday,1,Mist/Cloudy,16.536653,20.1696,62.25,18.209193,470,3576,4046,0.403333,0.403392,0.6225,0.271779
309,05/11/11,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,13.393347,16.1927,51.9167,12.667154,1156,2770,3926,0.326667,0.323854,0.519167,0.189062
310,06/11/11,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,14.281653,18.1179,73.4583,6.1676314,952,2697,3649,0.348333,0.362358,0.734583,0.0920542
311,07/11/11,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,16.195,20.04355,75.875,3.834075,373,3662,4035,0.395,0.400871,0.75875,0.057225
312,08/11/11,Winter,2011,11,0,Tuesday,1,Clear/Partly Cloudy,16.741653,20.6123,72.1667,4.6255125,376,3829,4205,0.408333,0.412246,0.721667,0.0690375
313,09/11/11,Winter,2011,11,0,Wednesday,1,Clear/Partly Cloudy,16.4,20.45395,75.8333,4.1671186,305,3804,4109,0.4,0.409079,0.758333,0.0621958
314,10/11/11,Winter,2011,11,0,Thursday,1,Mist/Cloudy,15.58,18.68605,81.3333,12.667489,190,2743,2933,0.38,0.373721,0.813333,0.189067
315,11/11/11,Winter,2011,11,1,Friday,0,Clear/Partly Cloudy,13.290847,15.34085,44.625,21.083225,440,2928,3368,0.324167,0.306817,0.44625,0.314675
316,12/11/11,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,14.623347,17.8971,55.2917,14.208154,1275,2792,4067,0.356667,0.357942,0.552917,0.212062
317,13/11/11,Winter,2011,11,0,Sunday,0,Clear/Partly Cloudy,18.074153,21.5275,45.8333,18.875307,1004,2713,3717,0.440833,0.43055,0.458333,0.281721
318,14/11/11,Winter,2011,11,0,Monday,1,Clear/Partly Cloudy,21.73,26.2306,58.7083,20.541932,595,3891,4486,0.53,0.524612,0.587083,0.306596
319,15/11/11,Winter,2011,11,0,Tuesday,1,Mist/Cloudy,21.73,25.37895,68.875,13.375411,449,3746,4195,0.53,0.507579,0.68875,0.199633
320,16/11/11,Winter,2011,11,0,Wednesday,1,Light Snow/Rain,18.723347,22.5994,93,9.167543,145,1672,1817,0.456667,0.451988,0.93,0.136829
321,17/11/11,Winter,2011,11,0,Thursday,1,Mist/Cloudy,14.008347,16.16105,57.5833,20.459254,139,2914,3053,0.341667,0.323221,0.575833,0.305362
322,18/11/11,Winter,2011,11,0,Friday,1,Clear/Partly Cloudy,11.240847,13.63605,41,11.291711,245,3147,3392,0.274167,0.272721,0.41,0.168533
323,19/11/11,Winter,2011,11,0,Saturday,0,Clear/Partly Cloudy,13.495847,16.22415,50.2083,15.041232,943,2720,3663,0.329167,0.324483,0.502083,0.224496
324,20/11/11,Winter,2011,11,0,Sunday,0,Mist/Cloudy,18.996653,22.8529,68.4583,12.45865,787,2733,3520,0.463333,0.457058,0.684583,0.18595
